LAMMPS data file via write_data, version 17 Apr 2024, timestep = 0, units = real

16 atoms
18 atom types
17 bonds
18 bond types
27 angles
29 angle types
40 dihedrals
40 dihedral types
8 impropers
8 improper types

-12.46485 12.46485 xlo xhi
-12.46485 12.46485 ylo yhi
-13.1118 13.1118 zlo zhi
0 0 0 xy xz yz

Masses

1 15.9994
2 28.0855
3 1.008
4 12.011
5 12.011
6 12.011
7 1.008
8 14.007
9 1.008
10 12.011
11 12.011
12 1.008
13 12.011
14 1.008
15 12.011
16 1.008
17 12.011
18 1.008

PairIJ Coeffs # lj/cut/coul/long

4 16 0.0458258 2.985 12
4 17 0.07 3.55 12
4 18 0.0458258 2.985 12
5 5 0.07 3.55 12
5 6 0.07 3.55 12
5 7 0.0458258 2.985 12
5 8 0.109087 3.4 12
5 9 0 1.775 12
5 10 0.0748331 3.525 12
5 11 0.07 3.55 12
5 12 0.0458258 2.985 12
5 13 0.07 3.55 12
5 14 0.0458258 2.985 12
5 15 0.07 3.55 12
5 16 0.0458258 2.985 12
5 17 0.07 3.55 12
5 18 0.0458258 2.985 12
6 6 0.07 3.55 12
6 7 0.0458258 2.985 12
6 8 0.109087 3.4 12
6 9 0 1.775 12
6 10 0.0748331 3.525 12
6 11 0.07 3.55 12
6 12 0.0458258 2.985 12
6 13 0.07 3.55 12
6 14 0.0458258 2.985 12
6 15 0.07 3.55 12
6 16 0.0458258 2.985 12
6 17 0.07 3.55 12
6 18 0.0458258 2.985 12
7 7 0.03 2.42 12
7 8 0.0714143 2.835 12
7 9 0 1.21 12
7 10 0.0489898 2.96 12
7 11 0.0458258 2.985 12
7 12 0.03 2.42 12
7 13 0.0458258 2.985 12
7 14 0.03 2.42 12
7 15 0.0458258 2.985 12
7 16 0.03 2.42 12
7 17 0.0458258 2.985 12
7 18 0.03 2.42 12
8 8 0.17 3.25 12
8 9 0 1.625 12
8 10 0.116619 3.375 12
8 11 0.109087 3.4 12
8 12 0.0714143 2.835 12
8 13 0.109087 3.4 12
8 14 0.0714143 2.835 12
8 15 0.109087 3.4 12
8 16 0.0714143 2.835 12
8 17 0.109087 3.4 12
8 18 0.0714143 2.835 12
9 9 0 0 12
9 10 0 1.75 12
9 11 0 1.775 12
9 12 0 1.21 12
9 13 0 1.775 12
9 14 0 1.21 12
9 15 0 1.775 12
9 16 0 1.21 12
9 17 0 1.775 12
9 18 0 1.21 12
10 10 0.08 3.5 12
10 11 0.0748331 3.525 12
10 12 0.0489898 2.96 12
10 13 0.0748331 3.525 12
10 14 0.0489898 2.96 12
10 15 0.0748331 3.525 12
10 16 0.0489898 2.96 12
10 17 0.0748331 3.525 12
10 18 0.0489898 2.96 12
11 11 0.07 3.55 12
11 12 0.0458258 2.985 12
11 13 0.07 3.55 12
11 14 0.0458258 2.985 12
11 15 0.07 3.55 12
11 16 0.0458258 2.985 12
11 17 0.07 3.55 12
11 18 0.0458258 2.985 12
12 12 0.03 2.42 12
12 13 0.0458258 2.985 12
12 14 0.03 2.42 12
12 15 0.0458258 2.985 12
12 16 0.03 2.42 12
12 17 0.0458258 2.985 12
12 18 0.03 2.42 12
13 13 0.07 3.55 12
13 14 0.0458258 2.985 12
13 15 0.07 3.55 12
13 16 0.0458258 2.985 12
13 17 0.07 3.55 12
13 18 0.0458258 2.985 12
14 14 0.03 2.42 12
14 15 0.0458258 2.985 12
14 16 0.03 2.42 12
14 17 0.0458258 2.985 12
14 18 0.03 2.42 12
15 15 0.07 3.55 12
15 16 0.0458258 2.985 12
15 17 0.07 3.55 12
15 18 0.0458258 2.985 12
16 16 0.03 2.42 12
16 17 0.0458258 2.985 12
16 18 0.03 2.42 12
17 17 0.07 3.55 12
17 18 0.0458258 2.985 12
18 18 0.03 2.42 12

Bond Coeffs # harmonic

1 285 1.68
2 367 1.08
3 469 1.424
4 546 1.367
5 367 1.08
6 427 1.381
7 434 1.01
8 469 1.424
9 469 1.4
10 367 1.08
11 469 1.404
12 367 1.08
13 469 1.4
14 367 1.08
15 469 1.4
16 367 1.08
17 436 1.374
18 469 1.4

Angle Coeffs # harmonic

1 100 149
2 100 109.5
3 35 127.5
4 35 125.7
5 35 132.1
6 70 107.7
7 35 120
8 70 107.3
9 63 120
10 35 120
11 85 134.9
12 35 120
13 63 120
14 35 120
15 63 120
16 35 120
17 35 121.6
18 35 120
19 35 120
20 70 107.7
21 35 120
22 63 120
23 70 107.3
24 63 120
25 30 125.8
26 63 120
27 70 109.8
28 70 108.7
29 35 120

Dihedral Coeffs # opls

1 0 7.25 0 0
2 0 5 0 0
3 0 7.25 0 0
4 0 7.25 0 0
5 0 7.25 0 0
6 0 7.25 0 0
7 0 2.17 0 0
8 0 2.17 0 0
9 0 7 0 0
10 0 7.25 0 0
11 0 7.25 0 0
12 0 7.25 0 0
13 0 7.25 0 0
14 0 7.25 0 0
15 0 7.25 0 0
16 0 7.25 0 0
17 0 5 0 0
18 0 7.25 0 0
19 0 2.17 0 0
20 0 7 0 0
21 0 7.25 0 0
22 0 7.25 0 0
23 0 7.25 0 0
24 0 7.25 0 0
25 0 7.25 0 0
26 0 7.25 0 0
27 0 7.25 0 0
28 0 7.25 0 0
29 0 7.25 0 0
30 0 7.25 0 0
31 0 7.25 0 0
32 0 2.17 0 0
33 0 7.25 0 0
34 0 5 0 0
35 0 5 0 0
36 0 5 0 0
37 0 7.25 0 0
38 0 7.25 0 0
39 0 5 0 0
40 0 2.17 0 0

Improper Coeffs # cvff

1 2.5 -1 2
2 2.5 -1 2
3 2.5 -1 2
4 2.5 -1 2
5 2.5 -1 2
6 2.5 -1 2
7 2.5 -1 2
8 2.5 -1 2

Atoms # full

1 1 3 0.1747 3.2319999999999975 1.9999999999999982 2.2230000000000008 0 0 0
2 1 4 -0.2297 2.8680000000000003 1.9999999999999982 1.1059999999999999 0 0 0
3 1 5 -0.0974 1.496999999999998 1.9999999999999982 0.6920000000000002 0 0 0
4 1 6 0.0173 3.638 1.9999999999999982 -0.020000000000004903 0 0 0
5 1 7 0.1927 4.715999999999999 1.9999999999999982 -0.11600000000000144 0 0 0
6 1 8 -0.6423 2.786999999999999 1.9999999999999982 -1.1110000000000024 0 0 0
7 1 9 0.4415 3.0909999999999975 1.9999999999999982 -2.075000000000003 0 0 0
8 1 10 0.1202 1.4739999999999984 1.9999999999999982 -0.7099999999999991 0 0 0
9 1 11 -0.0921 0.3070000000000004 1.9999999999999982 1.407 0 0 0
10 1 12 0.1484 0.31599999999999895 1.9999999999999982 2.487 0 0 0
11 1 13 -0.1682 0.270999999999999 1.9999999999999982 -1.4000000000000021 0 0 0
12 1 14 0.1434 0.25799999999999734 1.9999999999999982 -2.4800000000000004 0 0 0
13 1 15 -0.1825 -0.9130000000000003 1.9999999999999982 0.7179999999999982 0 0 0
14 1 16 0.1471 -1.8420000000000023 1.9999999999999982 1.2690000000000001 0 0 0
15 1 17 -0.1211 -0.9300000000000033 1.9999999999999982 -0.6820000000000004 0 0 0
16 1 18 0.148 -1.8729999999999993 1.9999999999999982 -1.2089999999999996 0 0 0

Velocities

1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 0
10 0 0 0
11 0 0 0
12 0 0 0
13 0 0 0
14 0 0 0
15 0 0 0
16 0 0 0

Bonds

1 2 2 1
2 3 3 2
3 4 4 2
4 5 5 4
5 6 6 4
6 7 7 6
7 8 8 3
8 17 8 6
9 9 9 3
10 10 10 9
11 11 11 8
12 12 12 11
13 13 13 9
14 14 14 13
15 15 15 11
16 18 15 13
17 16 16 15

Angles

1 3 1 2 3
2 4 1 2 4
3 23 3 2 4
4 8 2 3 8
5 9 2 3 9
6 22 8 3 9
7 5 2 4 5
8 6 2 4 6
9 17 5 4 6
10 7 4 6 7
11 25 7 6 8
12 27 4 6 8
13 11 3 8 11
14 20 3 8 6
15 28 6 8 11
16 10 3 9 10
17 13 3 9 13
18 18 10 9 13
19 12 8 11 12
20 15 8 11 15
21 19 12 11 15
22 14 9 13 14
23 21 14 13 15
24 24 9 13 15
25 16 11 15 16
26 26 11 15 13
27 29 13 15 16

Dihedrals

1 3 8 3 2 1
2 8 8 3 2 4
3 14 9 3 2 1
4 19 9 3 2 4
5 32 9 3 8 6
6 1 5 4 2 1
7 12 5 4 2 3
8 26 6 4 2 1
9 29 6 4 2 3
10 2 7 6 4 2
11 17 8 6 4 5
12 31 4 6 8 3
13 34 8 6 4 2
14 36 7 6 8 3
15 39 7 6 4 5
16 15 11 8 3 9
17 24 11 8 6 4
18 33 11 8 3 2
19 35 11 8 6 7
20 40 6 8 3 2
21 4 10 9 3 2
22 7 13 9 3 2
23 13 10 9 3 8
24 38 13 9 3 8
25 5 12 11 8 3
26 9 15 11 8 6
27 18 12 11 8 6
28 20 15 11 8 3
29 6 14 13 9 3
30 10 14 13 9 10
31 25 14 13 15 11
32 27 15 13 9 3
33 28 15 13 9 10
34 11 11 15 13 9
35 16 13 15 11 12
36 21 16 15 11 8
37 22 16 15 13 14
38 23 16 15 11 12
39 30 13 15 11 8
40 37 16 15 13 9

Impropers

1 1 2 1 3 4
2 2 4 2 5 6
3 3 3 9 2 8
4 8 13 9 14 15
5 5 9 10 3 13
6 4 8 11 6 3
7 7 15 11 13 16
8 6 11 12 15 8
